row_id,col_id,well_id,value,plate_id,time_hr,is_blank,exclude_from_analysis,exclude_reason,family_id_group,sample_id_group,treatment_group,width_mm_measurement,length_mm_measurement,weight_mg_measurement,area_mm2_measurement,sample_key,value_t0,fold_change,trace_id,mean_blank_rfu,mean_blank_fc,corrected_fc,metabolism_per_area_mm2_measurement
A,2,A2,8740,a,3,FALSE,FALSE,NA,NA,c-25,control,NA,NA,NA,7340,c-25,195,44.82051282051282,c-25,173,1.0014471780028944,43.819065642509926,0.005969899951295631
A,3,A3,4431,a,3,FALSE,FALSE,NA,NA,oae-03,oae,NA,NA,NA,6008,oae-03,244,18.15983606557377,oae-03,173,1.0014471780028944,17.158388887570876,0.002855923583150945
A,4,A4,6482,a,3,FALSE,FALSE,NA,NA,oae-27,oae,NA,NA,NA,8749,oae-27,211,30.72037914691943,oae-27,173,1.0014471780028944,29.718931968916536,0.003396837577885077
A,5,A5,1456,a,3,FALSE,FALSE,NA,NA,c-05,control,NA,NA,NA,8809,c-05,178,8.179775280898877,c-05,173,1.0014471780028944,7.178328102895982,8.148856967755683e-4
A,6,A6,2410,a,3,FALSE,FALSE,NA,NA,c-29,control,NA,NA,NA,9055,c-29,222,10.855855855855856,c-29,173,1.0014471780028944,9.85440867785296,0.0010882836750803933
B,1,B1,842,a,3,FALSE,FALSE,NA,NA,oae-07,oae,NA,NA,NA,5072,oae-07,204,4.127450980392157,oae-07,173,1.0014471780028944,3.126003802389263,6.163256708180723e-4
B,2,B2,1445,a,3,FALSE,FALSE,NA,NA,oae-31,oae,NA,NA,NA,5397,oae-31,187,7.7272727272727275,oae-31,173,1.0014471780028944,6.725825549269834,0.001246215591860262
B,3,B3,1307,a,3,FALSE,FALSE,NA,NA,c-09,control,NA,NA,NA,9991,c-09,232,5.633620689655173,c-09,173,1.0014471780028944,4.632173511652278,4.6363462232532055e-4
B,4,B4,6641,a,3,FALSE,FALSE,NA,NA,c-33,control,NA,NA,NA,9702,c-33,207,32.08212560386473,c-33,173,1.0014471780028944,31.080678425861837,0.0032035331298558892
B,5,B5,865,a,3,FALSE,FALSE,NA,NA,oae-11,oae,NA,NA,NA,6478,oae-11,205,4.219512195121951,oae-11,173,1.0014471780028944,3.218065017119057,4.967682953255722e-4
B,6,B6,1083,a,3,FALSE,FALSE,NA,NA,oae-35,oae,NA,NA,NA,3394,oae-35,205,5.282926829268293,oae-35,173,1.0014471780028944,4.281479651265398,0.0012614848707322918
C,1,C1,912,a,3,FALSE,FALSE,NA,NA,c-13,control,NA,NA,NA,8996,c-13,197,4.629441624365482,c-13,173,1.0014471780028944,3.6279944463625875,4.032897339220306e-4
C,2,C2,732,a,3,FALSE,FALSE,NA,NA,c-37,control,NA,NA,NA,7650,c-37,190,3.8526315789473684,c-37,173,1.0014471780028944,2.851184400944474,3.7270384326071554e-4
C,3,C3,4909,a,3,FALSE,FALSE,NA,NA,oae-15,oae,NA,NA,NA,9695,oae-15,210,23.376190476190477,oae-15,173,1.0014471780028944,22.374743298187582,0.0023078641875386883
C,4,C4,1086,a,3,FALSE,FALSE,NA,NA,oae-39,oae,NA,NA,NA,8385,oae-39,189,5.746031746031746,oae-39,173,1.0014471780028944,4.744584568028852,5.658419282085691e-4
C,5,C5,935,a,3,FALSE,FALSE,NA,NA,c-17,control,NA,NA,NA,6249,c-17,215,4.348837209302325,c-17,173,1.0014471780028944,3.347390031299431,5.356681119058139e-4
C,6,C6,594,a,3,FALSE,FALSE,NA,NA,c-41,control,NA,NA,NA,7421,c-41,191,3.1099476439790577,c-41,173,1.0014471780028944,2.1085004659761633,2.841261913456627e-4
D,1,D1,4810,a,3,FALSE,FALSE,NA,NA,oae-19,oae,NA,NA,NA,4858,oae-19,199,24.170854271356784,oae-19,173,1.0014471780028944,23.16940709335389,0.004769330402090138
D,2,D2,1369,a,3,FALSE,FALSE,NA,NA,oae-43,oae,NA,NA,NA,11306,oae-43,216,6.337962962962963,oae-43,173,1.0014471780028944,5.336515784960069,4.720074106633707e-4
D,3,D3,684,a,3,FALSE,FALSE,NA,NA,c-21,control,NA,NA,NA,5712,c-21,191,3.581151832460733,c-21,173,1.0014471780028944,2.5797046544578386,4.516289661165684e-4
D,4,D4,870,a,3,FALSE,FALSE,NA,NA,c-45,control,NA,NA,NA,9250,c-45,203,4.285714285714286,c-45,173,1.0014471780028944,3.284267107711391,3.550559035363666e-4
D,5,D5,4343,a,3,FALSE,FALSE,NA,NA,oae-23,oae,NA,NA,NA,6924,oae-23,245,17.726530612244897,oae-23,173,1.0014471780028944,16.725083434242002,0.002415523315170711
A,2,A2,197,b,0,FALSE,FALSE,NA,NA,c-02,control,NA,NA,NA,7369,c-02,197,1,c-02,161,0.9319826338639653,0.06801736613603471,9.230203031080839e-6
A,3,A3,228,b,0,FALSE,FALSE,NA,NA,c-26,control,NA,NA,NA,10666,c-26,228,1,c-26,161,0.9319826338639653,0.06801736613603471,6.377026639418217e-6
A,4,A4,198,b,0,FALSE,FALSE,NA,NA,oae-04,oae,NA,NA,NA,6553,oae-04,198,1,oae-04,161,0.9319826338639653,0.06801736613603471,1.0379576703194675e-5
A,5,A5,211,b,0,FALSE,FALSE,NA,NA,oae-28,oae,NA,NA,NA,9574,oae-28,211,1,oae-28,161,0.9319826338639653,0.06801736613603471,7.104383344060446e-6
A,6,A6,211,b,0,FALSE,FALSE,NA,NA,c-06,control,NA,NA,NA,7654,c-06,211,1,c-06,161,0.9319826338639653,0.06801736613603471,8.88651242958384e-6
B,1,B1,191,b,0,FALSE,FALSE,NA,NA,c-30,control,NA,NA,NA,4853,c-30,191,1,c-30,161,0.9319826338639653,0.06801736613603471,1.4015529803427716e-5
B,2,B2,196,b,0,FALSE,FALSE,NA,NA,oae-08,oae,NA,NA,NA,8099,oae-08,196,1,oae-08,161,0.9319826338639653,0.06801736613603471,8.398242515870441e-6
B,3,B3,203,b,0,FALSE,FALSE,NA,NA,oae-32,oae,NA,NA,NA,6072,oae-32,203,1,oae-32,161,0.9319826338639653,0.06801736613603471,1.1201806017133516e-5
B,4,B4,209,b,0,FALSE,FALSE,NA,NA,c-10,control,NA,NA,NA,8082,c-10,209,1,c-10,161,0.9319826338639653,0.06801736613603471,8.415907712946635e-6
B,5,B5,188,b,0,FALSE,FALSE,NA,NA,c-34,control,NA,NA,NA,4239,c-34,188,1,c-34,161,0.9319826338639653,0.06801736613603471,1.6045615979248575e-5
B,6,B6,210,b,0,FALSE,FALSE,NA,NA,oae-12,oae,NA,NA,NA,8288,oae-12,210,1,oae-12,161,0.9319826338639653,0.06801736613603471,8.206728539579476e-6
C,1,C1,206,b,0,FALSE,FALSE,NA,NA,oae-36,oae,NA,NA,NA,7555,oae-36,206,1,oae-36,161,0.9319826338639653,0.06801736613603471,9.002960441566474e-6
C,2,C2,204,b,0,FALSE,FALSE,NA,NA,c-14,control,NA,NA,NA,7825,c-14,204,1,c-14,161,0.9319826338639653,0.06801736613603471,8.692315161154595e-6
C,3,C3,200,b,0,FALSE,FALSE,NA,NA,c-38,control,NA,NA,NA,7657,c-38,200,1,c-38,161,0.9319826338639653,0.06801736613603471,8.883030708637157e-6
C,4,C4,193,b,0,FALSE,FALSE,NA,NA,oae-16,oae,NA,NA,NA,7189,oae-16,193,1,oae-16,161,0.9319826338639653,0.06801736613603471,9.461311188765435e-6
C,5,C5,242,b,0,FALSE,FALSE,NA,NA,oae-40,oae,NA,NA,NA,10788,oae-40,242,1,oae-40,161,0.9319826338639653,0.06801736613603471,6.304909727107407e-6
C,6,C6,199,b,0,FALSE,FALSE,NA,NA,c-18,control,NA,NA,NA,8006,c-18,199,1,c-18,161,0.9319826338639653,0.06801736613603471,8.495798917815976e-6
D,1,D1,228,b,0,FALSE,FALSE,NA,NA,c-42,control,NA,NA,NA,8679,c-42,228,1,c-42,161,0.9319826338639653,0.06801736613603471,7.837004970161852e-6
D,2,D2,192,b,0,FALSE,FALSE,NA,NA,oae-20,oae,NA,NA,NA,4760,oae-20,192,1,oae-20,161,0.9319826338639653,0.06801736613603471,1.4289362633620736e-5
D,3,D3,217,b,0,FALSE,FALSE,NA,NA,oae-44,oae,NA,NA,NA,4560,oae-44,217,1,oae-44,161,0.9319826338639653,0.06801736613603471,1.4916089064919893e-5
D,4,D4,188,b,0,FALSE,FALSE,NA,NA,c-22,control,NA,NA,NA,7051,c-22,188,1,c-22,161,0.9319826338639653,0.06801736613603471,9.646485056876288e-6
D,5,D5,192,b,0,FALSE,FALSE,NA,NA,c-46,control,NA,NA,NA,7413,c-46,192,1,c-46,161,0.9319826338639653,0.06801736613603471,9.175416988538338e-6
D,6,D6,285,b,0,FALSE,FALSE,NA,NA,oae-24,oae,NA,NA,NA,7422,oae-24,285,1,oae-24,161,0.9319826338639653,0.06801736613603471,9.164290775536877e-6
A,2,A2,270,b,0.5,FALSE,FALSE,NA,NA,c-02,control,NA,NA,NA,7369,c-02,197,1.3705583756345177,c-02,165,0.9551374819102749,0.41542089372424273,5.637412046739622e-5
A,3,A3,431,b,0.5,FALSE,FALSE,NA,NA,c-26,control,NA,NA,NA,10666,c-26,228,1.8903508771929824,c-26,165,0.9551374819102749,0.9352133952827075,8.76817359162486e-5
A,4,A4,333,b,0.5,FALSE,FALSE,NA,NA,oae-04,oae,NA,NA,NA,6553,oae-04,198,1.6818181818181819,oae-04,165,0.9551374819102749,0.726680699907907,1.1089282769844453e-4
A,5,A5,360,b,0.5,FALSE,FALSE,NA,NA,oae-28,oae,NA,NA,NA,9574,oae-28,211,1.7061611374407584,oae-28,165,0.9551374819102749,0.7510236555304834,7.84440835105999e-5
A,6,A6,356,b,0.5,FALSE,FALSE,NA,NA,c-06,control,NA,NA,NA,7654,c-06,211,1.6872037914691944,c-06,165,0.9551374819102749,0.7320663095589195,9.564493200403965e-5
B,1,B1,303,b,0.5,FALSE,FALSE,NA,NA,c-30,control,NA,NA,NA,4853,c-30,191,1.5863874345549738,c-30,165,0.9551374819102749,0.6312499526446989,1.300741711610754e-4
B,2,B2,400,b,0.5,FALSE,FALSE,NA,NA,oae-08,oae,NA,NA,NA,8099,oae-08,196,2.0408163265306123,oae-08,165,0.9551374819102749,1.0856788446203374,1.3405097476482743e-4
B,3,B3,348,b,0.5,FALSE,FALSE,NA,NA,oae-32,oae,NA,NA,NA,6072,oae-32,203,1.7142857142857142,oae-32,165,0.9551374819102749,0.7591482323754393,1.2502441244654797e-4
B,4,B4,284,b,0.5,FALSE,FALSE,NA,NA,c-10,control,NA,NA,NA,8082,c-10,209,1.3588516746411483,c-10,165,0.9551374819102749,0.4037141927308734,4.9952263391595324e-5
B,5,B5,1125,b,0.5,FALSE,FALSE,NA,NA,c-34,control,NA,NA,NA,4239,c-34,188,5.98404255319149,c-34,165,0.9551374819102749,5.028905071281215,0.0011863423145272976
B,6,B6,364,b,0.5,FALSE,FALSE,NA,NA,oae-12,oae,NA,NA,NA,8288,oae-12,210,1.7333333333333334,oae-12,165,0.9551374819102749,0.7781958514230585,9.389428709255049e-5
C,1,C1,331,b,0.5,FALSE,FALSE,NA,NA,oae-36,oae,NA,NA,NA,7555,oae-36,206,1.6067961165048543,oae-36,165,0.9551374819102749,0.6516586345945794,8.6255279231579e-5
C,2,C2,277,b,0.5,FALSE,FALSE,NA,NA,c-14,control,NA,NA,NA,7825,c-14,204,1.357843137254902,c-14,165,0.9551374819102749,0.4027056553446271,5.146398151369036e-5
C,3,C3,290,b,0.5,FALSE,FALSE,NA,NA,c-38,control,NA,NA,NA,7657,c-38,200,1.45,c-38,165,0.9551374819102749,0.49486251808972503,6.462877342166972e-5
C,4,C4,1018,b,0.5,FALSE,FALSE,NA,NA,oae-16,oae,NA,NA,NA,7189,oae-16,193,5.274611398963731,oae-16,165,0.9551374819102749,4.319473917053456,6.008448903955287e-4
C,5,C5,4107,b,0.5,FALSE,FALSE,NA,NA,oae-40,oae,NA,NA,NA,10788,oae-40,242,16.97107438016529,oae-40,165,0.9551374819102749,16.015936898255017,0.0014846066831901202
C,6,C6,345,b,0.5,FALSE,FALSE,NA,NA,c-18,control,NA,NA,NA,8006,c-18,199,1.7336683417085428,c-18,165,0.9551374819102749,0.7785308597982679,9.72434249061039e-5
D,1,D1,465,b,0.5,FALSE,FALSE,NA,NA,c-42,control,NA,NA,NA,8679,c-42,228,2.039473684210526,c-42,165,0.9551374819102749,1.0843362023002512,1.2493791938014185e-4
D,2,D2,659,b,0.5,FALSE,FALSE,NA,NA,oae-20,oae,NA,NA,NA,4760,oae-20,192,3.4322916666666665,oae-20,165,0.9551374819102749,2.4771541847563916,5.204105430160487e-4
D,3,D3,345,b,0.5,FALSE,FALSE,NA,NA,oae-44,oae,NA,NA,NA,4560,oae-44,217,1.5898617511520738,oae-44,165,0.9551374819102749,0.6347242692417989,1.3919391869337695e-4
D,4,D4,329,b,0.5,FALSE,FALSE,NA,NA,c-22,control,NA,NA,NA,7051,c-22,188,1.75,c-22,165,0.9551374819102749,0.7948625180897251,1.1273046632955964e-4
D,5,D5,305,b,0.5,FALSE,FALSE,NA,NA,c-46,control,NA,NA,NA,7413,c-46,192,1.5885416666666667,c-46,165,0.9551374819102749,0.6334041847563918,8.544505392639847e-5
D,6,D6,388,b,0.5,FALSE,FALSE,NA,NA,oae-24,oae,NA,NA,NA,7422,oae-24,285,1.3614035087719298,oae-24,165,0.9551374819102749,0.4062660268616549,5.4738079609492714e-5
A,2,A2,413,b,1,FALSE,FALSE,NA,NA,c-02,control,NA,NA,NA,7369,c-02,197,2.0964467005076144,c-02,165,0.9551374819102749,1.1413092185973395,1.5487979625421896e-4
A,3,A3,647,b,1,FALSE,FALSE,NA,NA,c-26,control,NA,NA,NA,10666,c-26,228,2.837719298245614,c-26,165,0.9551374819102749,1.882581816335339,1.7650307672373327e-4
A,4,A4,473,b,1,FALSE,FALSE,NA,NA,oae-04,oae,NA,NA,NA,6553,oae-04,198,2.388888888888889,oae-04,165,0.9551374819102749,1.433751406978614,2.1879313398117105e-4
A,5,A5,529,b,1,FALSE,FALSE,NA,NA,oae-28,oae,NA,NA,NA,9574,oae-28,211,2.5071090047393363,oae-28,165,0.9551374819102749,1.5519715228290614,1.6210272851776284e-4
A,6,A6,538,b,1,FALSE,FALSE,NA,NA,c-06,control,NA,NA,NA,7654,c-06,211,2.5497630331753554,c-06,165,0.9551374819102749,1.5946255512650804,2.0833884913314352e-4
B,1,B1,430,b,1,FALSE,FALSE,NA,NA,c-30,control,NA,NA,NA,4853,c-30,191,2.25130890052356,c-30,165,0.9551374819102749,1.296171418613285,2.6708663066418405e-4
B,2,B2,588,b,1,FALSE,FALSE,NA,NA,oae-08,oae,NA,NA,NA,8099,oae-08,196,3,oae-08,165,0.9551374819102749,2.044862518089725,2.5248333350904125e-4
B,3,B3,597,b,1,FALSE,FALSE,NA,NA,oae-32,oae,NA,NA,NA,6072,oae-32,203,2.9408866995073892,oae-32,165,0.9551374819102749,1.9857492175971143,3.2703379736447865e-4
B,4,B4,400,b,1,FALSE,FALSE,NA,NA,c-10,control,NA,NA,NA,8082,c-10,209,1.9138755980861244,c-10,165,0.9551374819102749,0.9587381161758495,1.1862634449094896e-4
B,5,B5,1380,b,1,FALSE,FALSE,NA,NA,c-34,control,NA,NA,NA,4239,c-34,188,7.340425531914893,c-34,165,0.9551374819102749,6.385288050004618,0.001506319426752682
B,6,B6,631,b,1,FALSE,FALSE,NA,NA,oae-12,oae,NA,NA,NA,8288,oae-12,210,3.0047619047619047,oae-12,165,0.9551374819102749,2.04962442285163,2.47300244069936e-4
C,1,C1,471,b,1,FALSE,FALSE,NA,NA,oae-36,oae,NA,NA,NA,7555,oae-36,206,2.2864077669902914,oae-36,165,0.9551374819102749,1.3312702850800164,1.7621049438517757e-4
C,2,C2,324,b,1,FALSE,FALSE,NA,NA,c-14,control,NA,NA,NA,7825,c-14,204,1.588235294117647,c-14,165,0.9551374819102749,0.633097812207372,8.09070686526993e-5
C,3,C3,413,b,1,FALSE,FALSE,NA,NA,c-38,control,NA,NA,NA,7657,c-38,200,2.065,c-38,165,0.9551374819102749,1.109862518089725,1.4494743608328654e-4
C,4,C4,2795,b,1,FALSE,FALSE,NA,NA,oae-16,oae,NA,NA,NA,7189,oae-16,193,14.481865284974093,oae-16,165,0.9551374819102749,13.526727803063817,0.0018815868414332755
C,5,C5,4996,b,1,FALSE,FALSE,NA,NA,oae-40,oae,NA,NA,NA,10788,oae-40,242,20.644628099173552,oae-40,165,0.9551374819102749,19.689490617263278,0.0018251289040844714
C,6,C6,527,b,1,FALSE,FALSE,NA,NA,c-18,control,NA,NA,NA,8006,c-18,199,2.648241206030151,c-18,165,0.9551374819102749,1.6931037241198759,2.1147935599798599e-4
D,1,D1,720,b,1,FALSE,FALSE,NA,NA,c-42,control,NA,NA,NA,8679,c-42,228,3.1578947368421053,c-42,165,0.9551374819102749,2.2027572549318304,2.5380311728676465e-4
D,2,D2,2502,b,1,FALSE,FALSE,NA,NA,oae-20,oae,NA,NA,NA,4760,oae-20,192,13.03125,oae-20,165,0.9551374819102749,12.076112518089726,0.0025369984281701104
D,3,D3,506,b,1,FALSE,FALSE,NA,NA,oae-44,oae,NA,NA,NA,4560,oae-44,217,2.3317972350230414,oae-44,165,0.9551374819102749,1.3766597531127664,3.0189906866508035e-4
D,4,D4,425,b,1,FALSE,FALSE,NA,NA,c-22,control,NA,NA,NA,7051,c-22,188,2.2606382978723403,c-22,165,0.9551374819102749,1.3055008159620654,1.8515115812821803e-4
D,5,D5,433,b,1,FALSE,FALSE,NA,NA,c-46,control,NA,NA,NA,7413,c-46,192,2.2552083333333335,c-46,165,0.9551374819102749,1.3000708514230586,1.753771551899445e-4
D,6,D6,524,b,1,FALSE,FALSE,NA,NA,oae-24,oae,NA,NA,NA,7422,oae-24,285,1.8385964912280701,oae-24,165,0.9551374819102749,0.8834590093177952,1.1903247228749599e-4
A,2,A2,494,b,1.5,FALSE,FALSE,NA,NA,c-02,control,NA,NA,NA,7369,c-02,197,2.5076142131979697,c-02,168,0.9725036179450073,1.5351105952529625,2.083200699216939e-4
A,3,A3,850,b,1.5,FALSE,FALSE,NA,NA,c-26,control,NA,NA,NA,10666,c-26,228,3.7280701754385963,c-26,168,0.9725036179450073,2.755566557493589,2.5835051167200345e-4
A,4,A4,615,b,1.5,FALSE,FALSE,NA,NA,oae-04,oae,NA,NA,NA,6553,oae-04,198,3.106060606060606,oae-04,168,0.9725036179450073,2.1335569881155987,3.255847685206163e-4
A,5,A5,693,b,1.5,FALSE,FALSE,NA,NA,oae-28,oae,NA,NA,NA,9574,oae-28,211,3.2843601895734595,oae-28,168,0.9725036179450073,2.3118565716284523,2.4147238057535536e-4
A,6,A6,681,b,1.5,FALSE,FALSE,NA,NA,c-06,control,NA,NA,NA,7654,c-06,211,3.227488151658768,c-06,168,0.9725036179450073,2.2549845337137606,2.9461517294405027e-4
B,1,B1,555,b,1.5,FALSE,FALSE,NA,NA,c-30,control,NA,NA,NA,4853,c-30,191,2.905759162303665,c-30,168,0.9725036179450073,1.9332555443586577,3.98362980498384e-4
B,2,B2,885,b,1.5,FALSE,FALSE,NA,NA,oae-08,oae,NA,NA,NA,8099,oae-08,196,4.51530612244898,oae-08,168,0.9725036179450073,3.5428025045039724,4.374370298189866e-4
B,3,B3,815,b,1.5,FALSE,FALSE,NA,NA,oae-32,oae,NA,NA,NA,6072,oae-32,203,4.014778325123153,oae-32,168,0.9725036179450073,3.0422747071781457,5.010333839226195e-4
B,4,B4,563,b,1.5,FALSE,FALSE,NA,NA,c-10,control,NA,NA,NA,8082,c-10,209,2.6937799043062203,c-10,168,0.9725036179450073,1.721276286361213,2.1297652639955616e-4
B,5,B5,1444,b,1.5,FALSE,FALSE,NA,NA,c-34,control,NA,NA,NA,4239,c-34,188,7.680851063829787,c-34,168,0.9725036179450073,6.70834744588478,0.0015825306548442508
B,6,B6,820,b,1.5,FALSE,FALSE,NA,NA,oae-12,oae,NA,NA,NA,8288,oae-12,210,3.9047619047619047,oae-12,168,0.9725036179450073,2.9322582868168974,3.53795642714394e-4
C,1,C1,610,b,1.5,FALSE,FALSE,NA,NA,oae-36,oae,NA,NA,NA,7555,oae-36,206,2.9611650485436893,oae-36,168,0.9725036179450073,1.988661430598682,2.6322454408983216e-4
C,2,C2,469,b,1.5,FALSE,FALSE,NA,NA,c-14,control,NA,NA,NA,7825,c-14,204,2.299019607843137,c-14,168,0.9725036179450073,1.3265159898981298,1.6952281021062363e-4
C,3,C3,543,b,1.5,FALSE,FALSE,NA,NA,c-38,control,NA,NA,NA,7657,c-38,200,2.715,c-38,168,0.9725036179450073,1.7424963820549926,2.2756907170628086e-4
C,4,C4,2863,b,1.5,FALSE,FALSE,NA,NA,oae-16,oae,NA,NA,NA,7189,oae-16,193,14.83419689119171,oae-16,168,0.9725036179450073,13.861693273246702,0.0019281810089368065
C,5,C5,5149,b,1.5,FALSE,FALSE,NA,NA,oae-40,oae,NA,NA,NA,10788,oae-40,242,21.276859504132233,oae-40,168,0.9725036179450073,20.304355886187224,0.0018821242015375625
C,6,C6,667,b,1.5,FALSE,FALSE,NA,NA,c-18,control,NA,NA,NA,8006,c-18,199,3.351758793969849,c-18,168,0.9725036179450073,2.379255176024842,2.97184008996358e-4
D,1,D1,928,b,1.5,FALSE,FALSE,NA,NA,c-42,control,NA,NA,NA,8679,c-42,228,4.0701754385964914,c-42,168,0.9725036179450073,3.097671820651484,3.569157530419961e-4
D,2,D2,2589,b,1.5,FALSE,FALSE,NA,NA,oae-20,oae,NA,NA,NA,4760,oae-20,192,13.484375,oae-20,168,0.9725036179450073,12.511871382054993,0.0026285444079947465
D,3,D3,616,b,1.5,FALSE,FALSE,NA,NA,oae-44,oae,NA,NA,NA,4560,oae-44,217,2.838709677419355,oae-44,168,0.9725036179450073,1.8662060594743477,4.0925571479700606e-4
D,4,D4,594,b,1.5,FALSE,FALSE,NA,NA,c-22,control,NA,NA,NA,7051,c-22,188,3.1595744680851063,c-22,168,0.9725036179450073,2.187070850140099,3.1017881862715915e-4
D,5,D5,575,b,1.5,FALSE,FALSE,NA,NA,c-46,control,NA,NA,NA,7413,c-46,192,2.9947916666666665,c-46,168,0.9725036179450073,2.0222880487216592,2.728029203725427e-4
D,6,D6,658,b,1.5,FALSE,FALSE,NA,NA,oae-24,oae,NA,NA,NA,7422,oae-24,285,2.3087719298245615,oae-24,168,0.9725036179450073,1.3362683118795542,1.8004154026940908e-4
A,2,A2,610,b,2,FALSE,FALSE,NA,NA,c-02,control,NA,NA,NA,7369,c-02,197,3.0964467005076144,c-02,168,0.9725036179450073,2.123943082562607,2.8822677195855707e-4
A,3,A3,1031,b,2,FALSE,FALSE,NA,NA,c-26,control,NA,NA,NA,10666,c-26,228,4.521929824561403,c-26,168,0.9725036179450073,3.549426206616396,3.3277950558938644e-4
A,4,A4,723,b,2,FALSE,FALSE,NA,NA,oae-04,oae,NA,NA,NA,6553,oae-04,198,3.6515151515151514,oae-04,168,0.9725036179450073,2.679011533570144,4.0882214765300537e-4
A,5,A5,831,b,2,FALSE,FALSE,NA,NA,oae-28,oae,NA,NA,NA,9574,oae-28,211,3.938388625592417,oae-28,168,0.9725036179450073,2.96588500764741,3.09785356971737e-4
A,6,A6,762,b,2,FALSE,FALSE,NA,NA,c-06,control,NA,NA,NA,7654,c-06,211,3.6113744075829386,c-06,168,0.9725036179450073,2.6388707896379313,3.447701580399701e-4
B,1,B1,664,b,2,FALSE,FALSE,NA,NA,c-30,control,NA,NA,NA,4853,c-30,191,3.4764397905759163,c-30,168,0.9725036179450073,2.503936172630909,5.159563512530206e-4
B,2,B2,1106,b,2,FALSE,FALSE,NA,NA,oae-08,oae,NA,NA,NA,8099,oae-08,196,5.642857142857143,oae-08,168,0.9725036179450073,4.6703535249121355,5.766580472789401e-4
B,3,B3,1011,b,2,FALSE,FALSE,NA,NA,oae-32,oae,NA,NA,NA,6072,oae-32,203,4.980295566502463,oae-32,168,0.9725036179450073,4.007791948557456,6.600447873118339e-4
B,4,B4,690,b,2,FALSE,FALSE,NA,NA,c-10,control,NA,NA,NA,8082,c-10,209,3.3014354066985647,c-10,168,0.9725036179450073,2.3289317887535574,2.8816280484453814e-4
B,5,B5,1469,b,2,FALSE,FALSE,NA,NA,c-34,control,NA,NA,NA,4239,c-34,188,7.8138297872340425,c-34,168,0.9725036179450073,6.841326169289035,0.0016139009599643866
B,6,B6,1009,b,2,FALSE,FALSE,NA,NA,oae-12,oae,NA,NA,NA,8288,oae-12,210,4.804761904761905,oae-12,168,0.9725036179450073,3.8322582868168973,4.623863763051276e-4
C,1,C1,825,b,2,FALSE,FALSE,NA,NA,oae-36,oae,NA,NA,NA,7555,oae-36,206,4.004854368932039,oae-36,168,0.9725036179450073,3.0323507509870313,4.013700530757156e-4
C,2,C2,582,b,2,FALSE,FALSE,NA,NA,c-14,control,NA,NA,NA,7825,c-14,204,2.8529411764705883,c-14,168,0.9725036179450073,1.880437558525581,2.4031150907675156e-4
C,3,C3,646,b,2,FALSE,FALSE,NA,NA,c-38,control,NA,NA,NA,7657,c-38,200,3.23,c-38,168,0.9725036179450073,2.2574963820549927,2.948277892196673e-4
C,4,C4,2919,b,2,FALSE,FALSE,NA,NA,oae-16,oae,NA,NA,NA,7189,oae-16,193,15.124352331606218,oae-16,168,0.9725036179450073,14.151848713661211,0.0019685420383448618
C,5,C5,5273,b,2,FALSE,FALSE,NA,NA,oae-40,oae,NA,NA,NA,10788,oae-40,242,21.789256198347108,oae-40,168,0.9725036179450073,20.8167525804021,0.0019296211142382368
C,6,C6,787,b,2,FALSE,FALSE,NA,NA,c-18,control,NA,NA,NA,8006,c-18,199,3.9547738693467336,c-18,168,0.9725036179450073,2.9822702514017263,3.7250440312287363e-4
D,1,D1,1115,b,2,FALSE,FALSE,NA,NA,c-42,control,NA,NA,NA,8679,c-42,228,4.890350877192983,c-42,168,0.9725036179450073,3.9178472592479756,4.514168981735195e-4
D,2,D2,2695,b,2,FALSE,FALSE,NA,NA,oae-20,oae,NA,NA,NA,4760,oae-20,192,14.036458333333334,oae-20,168,0.9725036179450073,13.063954715388327,0.0027445283015521695
D,3,D3,817,b,2,FALSE,FALSE,NA,NA,oae-44,oae,NA,NA,NA,4560,oae-44,217,3.7649769585253456,oae-44,168,0.9725036179450073,2.7924733405803384,6.123845045132321e-4
D,4,D4,706,b,2,FALSE,FALSE,NA,NA,c-22,control,NA,NA,NA,7051,c-22,188,3.75531914893617,c-22,168,0.9725036179450073,2.782815530991163,3.9466962572559395e-4
D,5,D5,726,b,2,FALSE,FALSE,NA,NA,c-46,control,NA,NA,NA,7413,c-46,192,3.78125,c-46,168,0.9725036179450073,2.8087463820549927,3.788946960818822e-4
D,6,D6,791,b,2,FALSE,FALSE,NA,NA,oae-24,oae,NA,NA,NA,7422,oae-24,285,2.7754385964912283,oae-24,168,0.9725036179450073,1.802934978546221,2.429176742853976e-4
A,2,A2,757,b,2.5,FALSE,FALSE,NA,NA,c-02,control,NA,NA,NA,7369,c-02,197,3.8426395939086295,c-02,171,0.9898697539797395,2.85276983992889,3.8713120368148864e-4
A,3,A3,1188,b,2.5,FALSE,FALSE,NA,NA,c-26,control,NA,NA,NA,10666,c-26,228,5.2105263157894735,c-26,171,0.9898697539797395,4.220656561809734,3.957112846249516e-4
A,4,A4,839,b,2.5,FALSE,FALSE,NA,NA,oae-04,oae,NA,NA,NA,6553,oae-04,198,4.237373737373737,oae-04,171,0.9898697539797395,3.2475039833939974,4.955751538828014e-4
A,5,A5,903,b,2.5,FALSE,FALSE,NA,NA,oae-28,oae,NA,NA,NA,9574,oae-28,211,4.279620853080568,oae-28,171,0.9898697539797395,3.2897510991008287,3.436130247650751e-4
