row_id,col_id,well_id,value,plate_id,time_hr,is_blank,exclude_from_analysis,exclude_reason,family_id_group,sample_id_group,treatment_group,width_mm_measurement,length_mm_measurement,weight_mg_measurement,area_mm2_measurement,sample_key,value_t0,fold_change,trace_id,mean_blank_rfu,mean_blank_fc,corrected_fc,metabolism_per_area_mm2_measurement
G,7,G7,5017,a,2.5,FALSE,FALSE,NA,1,79,NA,NA,NA,NA,549.469,79,674,7.443620178041543,79,730.6666666666666,1.101507537688442,6.342112640353101,0.011542257416438599
G,8,G8,2939,a,2.5,FALSE,FALSE,NA,9,80,NA,NA,NA,NA,499.881,80,673,4.367013372956909,80,730.6666666666666,1.101507537688442,3.265505835268467,0.006532566421345214
G,12,G12,2,a,2.5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_G12,1,2,a_G12,730.6666666666666,1.101507537688442,0.898492462311558,NA
H,1,H1,2,a,2.5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H1,1,2,a_H1,730.6666666666666,1.101507537688442,0.898492462311558,NA
H,2,H2,3,a,2.5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H2,1,3,a_H2,730.6666666666666,1.101507537688442,1.898492462311558,NA
H,3,H3,1,a,2.5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H3,1,1,a_H3,730.6666666666666,1.101507537688442,-0.101507537688442,NA
H,4,H4,3,a,2.5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H4,1,3,a_H4,730.6666666666666,1.101507537688442,1.898492462311558,NA
H,5,H5,3,a,2.5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H5,1,3,a_H5,730.6666666666666,1.101507537688442,1.898492462311558,NA
H,6,H6,2,a,2.5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H6,1,2,a_H6,730.6666666666666,1.101507537688442,0.898492462311558,NA
H,7,H7,2,a,2.5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H7,0,NA,a_H7,730.6666666666666,1.101507537688442,NA,NA
H,8,H8,2,a,2.5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H8,1,2,a_H8,730.6666666666666,1.101507537688442,0.898492462311558,NA
H,9,H9,1,a,2.5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H9,1,1,a_H9,730.6666666666666,1.101507537688442,-0.101507537688442,NA
H,10,H10,1,a,2.5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H10,0,NA,a_H10,730.6666666666666,1.101507537688442,NA,NA
H,11,H11,1,a,2.5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H11,1,1,a_H11,730.6666666666666,1.101507537688442,-0.101507537688442,NA
H,12,H12,1,a,2.5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H12,2,0.5,a_H12,730.6666666666666,1.101507537688442,-0.601507537688442,NA
A,1,A1,4682,a,3,FALSE,FALSE,NA,7,1,NA,NA,NA,NA,537.864,1,596,7.855704697986577,1,710.6666666666666,1.0713567839195979,6.784347914066979,0.012613500650846642
A,2,A2,1408,a,3,FALSE,FALSE,NA,5,2,NA,NA,NA,NA,585.502,2,597,2.358458961474037,2,710.6666666666666,1.0713567839195979,1.2871021775544391,0.0021982882681091426
A,3,A3,6295,a,3,FALSE,FALSE,NA,1,3,NA,NA,NA,NA,713.266,3,605,10.40495867768595,3,710.6666666666666,1.0713567839195979,9.333601893766353,0.01308572383061348
A,4,A4,6721,a,3,FALSE,FALSE,NA,9,4,NA,NA,NA,NA,757.481,4,613,10.964110929853181,4,710.6666666666666,1.0713567839195979,9.892754145933583,0.01306006902606611
A,5,A5,7085,a,3,FALSE,FALSE,NA,7,5,NA,NA,NA,NA,822.542,5,601,11.788685524126455,5,710.6666666666666,1.0713567839195979,10.717328740206858,0.013029521580912412
A,6,A6,1817,a,3,FALSE,FALSE,NA,5,6,NA,NA,NA,NA,680.527,6,626,2.902555910543131,6,710.6666666666666,1.0713567839195979,1.8311991266235332,0.0026908544798715304
A,7,A7,6804,a,3,FALSE,FALSE,NA,1,7,NA,NA,NA,NA,348.031,7,626,10.869009584664537,7,710.6666666666666,1.0713567839195979,9.79765280074494,0.028151666951348988
A,8,A8,3236,a,3,FALSE,FALSE,NA,9,8,NA,NA,NA,NA,337.656,8,626,5.169329073482428,8,710.6666666666666,1.0713567839195979,4.097972289562831,0.012136530343197902
A,9,A9,12837,a,3,FALSE,FALSE,NA,7,9,NA,NA,NA,NA,548.788,9,610,21.044262295081968,9,710.6666666666666,1.0713567839195979,19.97290551116237,0.03639457406350425
A,10,A10,7748,a,3,FALSE,FALSE,NA,5,10,NA,NA,NA,NA,337.202,10,636,12.182389937106919,10,710.6666666666666,1.0713567839195979,11.111033153187321,0.0329506739378394
A,11,A11,6518,a,3,FALSE,FALSE,NA,1,11,NA,NA,NA,NA,486.344,11,611,10.667757774140753,11,710.6666666666666,1.0713567839195979,9.596400990221156,0.019731714568743845
A,12,A12,2274,a,3,FALSE,FALSE,NA,9,12,NA,NA,NA,NA,549.286,12,628,3.621019108280255,12,710.6666666666666,1.0713567839195979,2.549662324360657,0.004641775549277894
B,1,B1,6584,a,3,FALSE,FALSE,NA,7,13,NA,NA,NA,NA,609.834,13,592,11.121621621621621,13,710.6666666666666,1.0713567839195979,10.050264837702024,0.016480328807022934
B,2,B2,9885,a,3,FALSE,FALSE,NA,5,14,NA,NA,NA,NA,1497.761,14,594,16.641414141414142,14,710.6666666666666,1.0713567839195979,15.570057357494544,0.010395555337263118
B,3,B3,10000,a,3,FALSE,FALSE,NA,1,15,NA,NA,NA,NA,617.719,15,608,16.44736842105263,15,710.6666666666666,1.0713567839195979,15.376011637133033,0.0248915957533005
B,4,B4,6502,a,3,FALSE,FALSE,NA,9,16,NA,NA,NA,NA,444.111,16,600,10.836666666666666,16,710.6666666666666,1.0713567839195979,9.765309882747069,0.021988444066341678
B,5,B5,9254,a,3,FALSE,FALSE,NA,7,17,NA,NA,NA,NA,577.337,17,606,15.270627062706271,17,710.6666666666666,1.0713567839195979,14.199270278786674,0.024594422804681968
B,6,B6,6926,a,3,FALSE,FALSE,NA,5,18,NA,NA,NA,NA,570.507,18,604,11.466887417218542,18,710.6666666666666,1.0713567839195979,10.395530633298945,0.01822156543793318
B,7,B7,6331,a,3,FALSE,FALSE,NA,1,19,NA,NA,NA,NA,382.516,19,631,10.033280507131538,19,710.6666666666666,1.0713567839195979,8.96192372321194,0.023428885911208785
B,8,B8,2404,a,3,FALSE,FALSE,NA,9,20,NA,NA,NA,NA,1026.829,20,608,3.9539473684210527,20,710.6666666666666,1.0713567839195979,2.8825905845014548,0.0028072742243367248
B,9,B9,7678,a,3,FALSE,FALSE,NA,7,21,NA,NA,NA,NA,504.986,21,596,12.88255033557047,21,710.6666666666666,1.0713567839195979,11.811193551650872,0.023389150494569893
B,10,B10,8825,a,3,FALSE,FALSE,NA,5,22,NA,NA,NA,NA,1199.943,22,610,14.467213114754099,22,710.6666666666666,1.0713567839195979,13.395856330834501,0.011163743886863376
B,11,B11,7462,a,3,FALSE,FALSE,NA,1,23,NA,NA,NA,NA,460.406,23,607,12.29324546952224,23,710.6666666666666,1.0713567839195979,11.221888685602643,0.024373897572148587
B,12,B12,3639,a,3,FALSE,FALSE,NA,9,24,NA,NA,NA,NA,187.493,24,596,6.105704697986577,24,710.6666666666666,1.0713567839195979,5.034347914066979,0.026850857973721574
C,1,C1,10864,a,3,FALSE,FALSE,NA,7,25,NA,NA,NA,NA,956.614,25,478,22.728033472803347,25,710.6666666666666,1.0713567839195979,21.65667668888375,0.022638887460233435
C,2,C2,10053,a,3,FALSE,FALSE,NA,5,26,NA,NA,NA,NA,848.654,26,547,18.378427787934186,26,710.6666666666666,1.0713567839195979,17.30707100401459,0.020393553796970953
C,3,C3,2307,a,3,FALSE,FALSE,NA,1,27,NA,NA,NA,NA,971.297,27,581,3.9707401032702236,27,710.6666666666666,1.0713567839195979,2.8993833193506258,0.0029850635998573305
C,4,C4,1424,a,3,FALSE,FALSE,NA,9,28,NA,NA,NA,NA,319.988,28,590,2.4135593220338984,28,710.6666666666666,1.0713567839195979,1.3422025381143006,0.0041945402268656964
C,5,C5,7570,a,3,FALSE,FALSE,NA,7,29,NA,NA,NA,NA,744.806,29,533,14.202626641651031,29,710.6666666666666,1.0713567839195979,13.131269857731434,0.017630456599076045
C,6,C6,6590,a,3,FALSE,FALSE,NA,5,30,NA,NA,NA,NA,849.49,30,596,11.057046979865772,30,710.6666666666666,1.0713567839195979,9.985690195946175,0.01175492377302402
C,7,C7,11660,a,3,FALSE,FALSE,NA,1,31,NA,NA,NA,NA,1116.156,31,626,18.62619808306709,31,710.6666666666666,1.0713567839195979,17.554841299147494,0.01572794600319982
C,8,C8,5293,a,3,FALSE,FALSE,NA,9,32,NA,NA,NA,NA,380.027,32,587,9.017035775127768,32,710.6666666666666,1.0713567839195979,7.945678991208171,0.020908195973465493
C,9,C9,9219,a,3,FALSE,FALSE,NA,7,33,NA,NA,NA,NA,595.1,33,608,15.162828947368421,33,710.6666666666666,1.0713567839195979,14.091472163448824,0.023679166801291923
C,10,C10,10569,a,3,FALSE,FALSE,NA,5,34,NA,NA,NA,NA,1678.501,34,647,16.335394126738795,34,710.6666666666666,1.0713567839195979,15.264037342819197,0.0090938506100498
C,11,C11,1995,a,3,FALSE,FALSE,NA,1,35,NA,NA,NA,NA,805.062,35,604,3.302980132450331,35,710.6666666666666,1.0713567839195979,2.231623348530733,0.0027719894225919656
C,12,C12,1884,a,3,FALSE,FALSE,NA,9,36,NA,NA,NA,NA,550.387,36,555,3.3945945945945946,36,710.6666666666666,1.0713567839195979,2.3232378106749967,0.004221098628192521
D,1,D1,1697,a,3,FALSE,FALSE,NA,7,37,NA,NA,NA,NA,527.424,37,573,2.961605584642234,37,710.6666666666666,1.0713567839195979,1.890248800722636,0.0035839264059326767
D,2,D2,2757,a,3,FALSE,FALSE,NA,5,38,NA,NA,NA,NA,455.74,38,630,4.376190476190477,38,710.6666666666666,1.0713567839195979,3.3048336922708788,0.00725157697869592
D,3,D3,10370,a,3,FALSE,FALSE,NA,1,39,NA,NA,NA,NA,1076.625,39,629,16.486486486486488,39,710.6666666666666,1.0713567839195979,15.41512970256689,0.014318012030713471
D,4,D4,1963,a,3,FALSE,FALSE,NA,9,40,NA,NA,NA,NA,591.642,40,627,3.130781499202552,40,710.6666666666666,1.0713567839195979,2.059424715282954,0.0034808629463137404
D,5,D5,9523,a,3,FALSE,FALSE,NA,7,41,NA,NA,NA,NA,861.6,41,614,15.509771986970684,41,710.6666666666666,1.0713567839195979,14.438415203051086,0.016757677812269133
D,6,D6,10108,a,3,FALSE,FALSE,NA,5,42,NA,NA,NA,NA,579.308,42,641,15.769110764430577,42,710.6666666666666,1.0713567839195979,14.69775398051098,0.025371225635604858
D,7,D7,14958,a,3,FALSE,FALSE,NA,1,43,NA,NA,NA,NA,748.875,43,636,23.5188679245283,43,710.6666666666666,1.0713567839195979,22.447511140608704,0.029974977320125128
D,8,D8,2022,a,3,FALSE,FALSE,NA,9,44,NA,NA,NA,NA,458.09,44,630,3.2095238095238097,44,710.6666666666666,1.0713567839195979,2.138167025604212,0.004667569747438739
D,9,D9,10334,a,3,FALSE,FALSE,NA,7,45,NA,NA,NA,NA,985.197,45,640,16.146875,45,710.6666666666666,1.0713567839195979,15.075518216080404,0.01530203422876887
D,10,D10,12893,a,3,FALSE,FALSE,NA,5,46,NA,NA,NA,NA,1001.644,46,647,19.927357032457497,46,710.6666666666666,1.0713567839195979,18.8560002485379,0.018825051863274676
D,11,D11,6436,a,3,FALSE,FALSE,NA,1,47,NA,NA,NA,NA,602.859,47,644,9.993788819875776,47,710.6666666666666,1.0713567839195979,8.922432035956179,0.01480019712064708
D,12,D12,3009,a,3,FALSE,FALSE,NA,9,48,NA,NA,NA,NA,784.503,48,629,4.783783783783784,48,710.6666666666666,1.0713567839195979,3.7124269998641863,0.004732202426076365
E,1,E1,9654,a,3,FALSE,FALSE,NA,7,49,NA,NA,NA,NA,914.647,49,630,15.323809523809524,49,710.6666666666666,1.0713567839195979,14.252452739889927,0.015582462676737503
E,2,E2,8491,a,3,FALSE,FALSE,NA,5,50,NA,NA,NA,NA,729.337,50,636,13.35062893081761,50,710.6666666666666,1.0713567839195979,12.279272146898013,0.016836211719545302
E,3,E3,11129,a,3,FALSE,FALSE,NA,1,51,NA,NA,NA,NA,631.875,51,625,17.8064,51,710.6666666666666,1.0713567839195979,16.735043216080403,0.026484737038307265
E,4,E4,1781,a,3,FALSE,FALSE,NA,9,52,NA,NA,NA,NA,611.228,52,635,2.804724409448819,52,710.6666666666666,1.0713567839195979,1.7333676255292212,0.0028358773248758585
E,5,E5,8368,a,3,FALSE,FALSE,NA,7,53,NA,NA,NA,NA,1083.76,53,637,13.13657770800628,53,710.6666666666666,1.0713567839195979,12.065220924086683,0.011132742419065736
E,6,E6,2379,a,3,FALSE,FALSE,NA,5,54,NA,NA,NA,NA,1028.912,54,628,3.788216560509554,54,710.6666666666666,1.0713567839195979,2.7168597765899563,0.0026405171448967025
E,7,E7,3934,a,3,FALSE,FALSE,NA,1,55,NA,NA,NA,NA,535.812,55,650,6.052307692307692,55,710.6666666666666,1.0713567839195979,4.980950908388094,0.009296079424104152
E,8,E8,2275,a,3,FALSE,FALSE,NA,9,56,NA,NA,NA,NA,693.62,56,644,3.532608695652174,56,710.6666666666666,1.0713567839195979,2.461251911732576,0.003548415431695418
E,9,E9,7543,a,3,FALSE,FALSE,NA,7,57,NA,NA,NA,NA,440.409,57,664,11.359939759036145,57,710.6666666666666,1.0713567839195979,10.288582975116547,0.023361427616412352
E,10,E10,10719,a,3,FALSE,FALSE,NA,5,58,NA,NA,NA,NA,1050.694,58,678,15.809734513274336,58,710.6666666666666,1.0713567839195979,14.738377729354738,0.014027278855075539
E,11,E11,12118,a,3,FALSE,FALSE,NA,1,59,NA,NA,NA,NA,1167.531,59,619,19.576736672051695,59,710.6666666666666,1.0713567839195979,18.505379888132097,0.0158500115955226
E,12,E12,3179,a,3,FALSE,FALSE,NA,9,60,NA,NA,NA,NA,1064.247,60,648,4.905864197530864,60,710.6666666666666,1.0713567839195979,3.834507413611266,0.0036030239348678133
F,1,F1,8477,a,3,FALSE,FALSE,NA,7,61,NA,NA,NA,NA,1120.343,61,626,13.541533546325878,61,710.6666666666666,1.0713567839195979,12.47017676240628,0.011130677624982956
F,2,F2,14961,a,3,FALSE,FALSE,NA,5,62,NA,NA,NA,NA,1540.816,62,604,24.769867549668874,62,710.6666666666666,1.0713567839195979,23.698510765749276,0.015380493690193557
F,3,F3,1565,a,3,FALSE,FALSE,NA,1,63,NA,NA,NA,NA,553.266,63,640,2.4453125,63,710.6666666666666,1.0713567839195979,1.3739557160804021,0.002483354690294365
F,4,F4,2335,a,3,FALSE,FALSE,NA,9,64,NA,NA,NA,NA,756.544,64,632,3.694620253164557,64,710.6666666666666,1.0713567839195979,2.623263469244959,0.003467430141862151
F,5,F5,7556,a,3,FALSE,FALSE,NA,7,65,NA,NA,NA,NA,999.931,65,622,12.14790996784566,65,710.6666666666666,1.0713567839195979,11.076553183926062,0.011077317518834862
F,6,F6,3874,a,3,FALSE,FALSE,NA,5,66,NA,NA,NA,NA,729.634,66,651,5.95084485407066,66,710.6666666666666,1.0713567839195979,4.879488070151062,0.006687583185749378
F,7,F7,5118,a,3,FALSE,FALSE,NA,1,67,NA,NA,NA,NA,276.656,67,624,8.201923076923077,67,710.6666666666666,1.0713567839195979,7.130566293003479,0.02577412488073087
F,8,F8,11475,a,3,FALSE,FALSE,NA,9,68,NA,NA,NA,NA,680.86,68,629,18.243243243243242,68,710.6666666666666,1.0713567839195979,17.171886459323645,0.025220877213118182
F,9,F9,6344,a,3,FALSE,FALSE,NA,7,69,NA,NA,NA,NA,597.109,69,664,9.55421686746988,69,710.6666666666666,1.0713567839195979,8.482860083550282,0.014206552042508622
F,12,F12,9743,a,3,FALSE,FALSE,NA,9,72,NA,NA,NA,NA,724.346,72,660,14.762121212121212,72,710.6666666666666,1.0713567839195979,13.690764428201614,0.0189008628862472
G,1,G1,6254,a,3,FALSE,FALSE,NA,7,73,NA,NA,NA,NA,709.782,73,652,9.5920245398773,73,710.6666666666666,1.0713567839195979,8.520667755957703,0.012004626428900286
G,2,G2,7866,a,3,FALSE,FALSE,NA,5,74,NA,NA,NA,NA,640.391,74,555,14.172972972972973,74,710.6666666666666,1.0713567839195979,13.101616189053376,0.020458776261773472
G,3,G3,4387,a,3,FALSE,FALSE,NA,1,75,NA,NA,NA,NA,437.688,75,657,6.677321156773211,75,710.6666666666666,1.0713567839195979,5.605964372853613,0.012808129016225286
G,4,G4,5845,a,3,FALSE,FALSE,NA,9,76,NA,NA,NA,NA,350.372,76,671,8.710879284649776,76,710.6666666666666,1.0713567839195979,7.639522500730179,0.021804032573179873
G,5,G5,12423,a,3,FALSE,FALSE,NA,7,77,NA,NA,NA,NA,518.023,77,697,17.823529411764707,77,710.6666666666666,1.0713567839195979,16.75217262784511,0.032338665711455106
G,6,G6,10799,a,3,FALSE,FALSE,NA,5,78,NA,NA,NA,NA,1108.121,78,666,16.214714714714713,78,710.6666666666666,1.0713567839195979,15.143357930795116,0.013665798167163255
G,7,G7,4879,a,3,FALSE,FALSE,NA,1,79,NA,NA,NA,NA,549.469,79,674,7.238872403560831,79,710.6666666666666,1.0713567839195979,6.167515619641232,0.01122450150898637
G,8,G8,3059,a,3,FALSE,FALSE,NA,9,80,NA,NA,NA,NA,499.881,80,673,4.5453194650817235,80,710.6666666666666,1.0713567839195979,3.4739626811621256,0.006949579362212458
G,12,G12,2,a,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_G12,1,2,a_G12,710.6666666666666,1.0713567839195979,0.9286432160804021,NA
H,1,H1,3,a,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H1,1,3,a_H1,710.6666666666666,1.0713567839195979,1.9286432160804021,NA
H,2,H2,3,a,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H2,1,3,a_H2,710.6666666666666,1.0713567839195979,1.9286432160804021,NA
H,3,H3,1,a,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H3,1,1,a_H3,710.6666666666666,1.0713567839195979,-0.07135678391959788,NA
H,4,H4,2,a,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H4,1,2,a_H4,710.6666666666666,1.0713567839195979,0.9286432160804021,NA
H,5,H5,5,a,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H5,1,5,a_H5,710.6666666666666,1.0713567839195979,3.928643216080402,NA
H,6,H6,3,a,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H6,1,3,a_H6,710.6666666666666,1.0713567839195979,1.9286432160804021,NA
H,7,H7,2,a,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H7,0,NA,a_H7,710.6666666666666,1.0713567839195979,NA,NA
H,8,H8,2,a,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H8,1,2,a_H8,710.6666666666666,1.0713567839195979,0.9286432160804021,NA
H,9,H9,1,a,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H9,1,1,a_H9,710.6666666666666,1.0713567839195979,-0.07135678391959788,NA
H,10,H10,1,a,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H10,0,NA,a_H10,710.6666666666666,1.0713567839195979,NA,NA
H,11,H11,0,a,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H11,1,0,a_H11,710.6666666666666,1.0713567839195979,-1.0713567839195979,NA
H,12,H12,2,a,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,a_H12,2,1,a_H12,710.6666666666666,1.0713567839195979,-0.07135678391959788,NA
A,1,A1,6132,a,3.5,FALSE,FALSE,NA,7,1,NA,NA,NA,NA,537.864,1,596,10.288590604026846,1,704.3333333333334,1.0618090452261306,9.226781558800715,0.017154488046793825
A,2,A2,1543,a,3.5,FALSE,FALSE,NA,5,2,NA,NA,NA,NA,585.502,2,597,2.5845896147403686,2,704.3333333333334,1.0618090452261306,1.522780569514238,0.0026008119007522403
A,3,A3,7440,a,3.5,FALSE,FALSE,NA,1,3,NA,NA,NA,NA,713.266,3,605,12.297520661157025,3,704.3333333333334,1.0618090452261306,11.235711615930894,0.01575248450918857
A,4,A4,8724,a,3.5,FALSE,FALSE,NA,9,4,NA,NA,NA,NA,757.481,4,613,14.231647634584013,4,704.3333333333334,1.0618090452261306,13.169838589357882,0.01738636162406434
A,5,A5,7141,a,3.5,FALSE,FALSE,NA,7,5,NA,NA,NA,NA,822.542,5,601,11.881863560732112,5,704.3333333333334,1.0618090452261306,10.820054515505982,0.01315440976327772
A,6,A6,1947,a,3.5,FALSE,FALSE,NA,5,6,NA,NA,NA,NA,680.527,6,626,3.110223642172524,6,704.3333333333334,1.0618090452261306,2.0484145969463934,0.003010041625014721
A,7,A7,7948,a,3.5,FALSE,FALSE,NA,1,7,NA,NA,NA,NA,348.031,7,626,12.696485623003195,7,704.3333333333334,1.0618090452261306,11.634676577777064,0.03343000071193964
A,8,A8,4079,a,3.5,FALSE,FALSE,NA,9,8,NA,NA,NA,NA,337.656,8,626,6.515974440894569,8,704.3333333333334,1.0618090452261306,5.454165395668438,0.016153023774695068
A,9,A9,13314,a,3.5,FALSE,FALSE,NA,7,9,NA,NA,NA,NA,548.788,9,610,21.82622950819672,9,704.3333333333334,1.0618090452261306,20.76442046297059,0.0378368704544753
A,10,A10,8808,a,3.5,FALSE,FALSE,NA,5,10,NA,NA,NA,NA,337.202,10,636,13.849056603773585,10,704.3333333333334,1.0618090452261306,12.787247558547454,0.03792162430397048
A,11,A11,7477,a,3.5,FALSE,FALSE,NA,1,11,NA,NA,NA,NA,486.344,11,611,12.237315875613747,11,704.3333333333334,1.0618090452261306,11.175506830387617,0.02297860532953551
A,12,A12,2450,a,3.5,FALSE,FALSE,NA,9,12,NA,NA,NA,NA,549.286,12,628,3.9012738853503186,12,704.3333333333334,1.0618090452261306,2.839464840124188,0.005169374133191431
B,1,B1,6440,a,3.5,FALSE,FALSE,NA,7,13,NA,NA,NA,NA,609.834,13,592,10.878378378378379,13,704.3333333333334,1.0618090452261306,9.816569333152248,0.01609711713868405
B,2,B2,13087,a,3.5,FALSE,FALSE,NA,5,14,NA,NA,NA,NA,1497.761,14,594,22.031986531986533,14,704.3333333333334,1.0618090452261306,20.970177486760402,0.014001017176145195
B,3,B3,11219,a,3.5,FALSE,FALSE,NA,1,15,NA,NA,NA,NA,617.719,15,608,18.45230263157895,15,704.3333333333334,1.0618090452261306,17.390493586352818,0.028152758109031478
B,4,B4,7726,a,3.5,FALSE,FALSE,NA,9,16,NA,NA,NA,NA,444.111,16,600,12.876666666666667,16,704.3333333333334,1.0618090452261306,11.814857621440536,0.02660338884071896
B,5,B5,10495,a,3.5,FALSE,FALSE,NA,7,17,NA,NA,NA,NA,577.337,17,606,17.318481848184817,17,704.3333333333334,1.0618090452261306,16.256672802958686,0.02815803041024339
B,6,B6,8492,a,3.5,FALSE,FALSE,NA,5,18,NA,NA,NA,NA,570.507,18,604,14.059602649006623,18,704.3333333333334,1.0618090452261306,12.997793603780492,0.02278288189939912
B,7,B7,7352,a,3.5,FALSE,FALSE,NA,1,19,NA,NA,NA,NA,382.516,19,631,11.6513470681458,19,704.3333333333334,1.0618090452261306,10.589538022919669,0.027683908706876755
B,8,B8,2536,a,3.5,FALSE,FALSE,NA,9,20,NA,NA,NA,NA,1026.829,20,608,4.171052631578948,20,704.3333333333334,1.0618090452261306,3.109243586352817,0.0030280052339316647
B,9,B9,8607,a,3.5,FALSE,FALSE,NA,7,21,NA,NA,NA,NA,504.986,21,596,14.441275167785236,21,704.3333333333334,1.0618090452261306,13.379466122559105,0.02649472682917765
B,10,B10,10339,a,3.5,FALSE,FALSE,NA,5,22,NA,NA,NA,NA,1199.943,22,610,16.949180327868852,22,704.3333333333334,1.0618090452261306,15.887371282642722,0.013240104973855193
B,11,B11,8280,a,3.5,FALSE,FALSE,NA,1,23,NA,NA,NA,NA,460.406,23,607,13.640856672158154,23,704.3333333333334,1.0618090452261306,12.579047626932024,0.027321641392449324
B,12,B12,3981,a,3.5,FALSE,FALSE,NA,9,24,NA,NA,NA,NA,187.493,24,596,6.679530201342282,24,704.3333333333334,1.0618090452261306,5.6177211561161515,0.029962298091748236
C,1,C1,10950,a,3.5,FALSE,FALSE,NA,7,25,NA,NA,NA,NA,956.614,25,478,22.90794979079498,25,704.3333333333334,1.0618090452261306,21.84614074556885,0.022836944416001488
C,2,C2,12446,a,3.5,FALSE,FALSE,NA,5,26,NA,NA,NA,NA,848.654,26,547,22.753199268738573,26,704.3333333333334,1.0618090452261306,21.691390223512443,0.025559757243249243
C,3,C3,2468,a,3.5,FALSE,FALSE,NA,1,27,NA,NA,NA,NA,971.297,27,581,4.247848537005163,27,704.3333333333334,1.0618090452261306,3.1860394917790327,0.0032801908085570456
C,4,C4,1558,a,3.5,FALSE,FALSE,NA,9,28,NA,NA,NA,NA,319.988,28,590,2.640677966101695,28,704.3333333333334,1.0618090452261306,1.5788689208755642,0.0049341504083764524
C,5,C5,9404,a,3.5,FALSE,FALSE,NA,7,29,NA,NA,NA,NA,744.806,29,533,17.643527204502814,29,704.3333333333334,1.0618090452261306,16.581718159276683,0.022263137191801195
C,6,C6,7105,a,3.5,FALSE,FALSE,NA,5,30,NA,NA,NA,NA,849.49,30,596,11.921140939597315,30,704.3333333333334,1.0618090452261306,10.859331894371184,0.01278335459436978
C,7,C7,13321,a,3.5,FALSE,FALSE,NA,1,31,NA,NA,NA,NA,1116.156,31,626,21.27955271565495,31,704.3333333333334,1.0618090452261306,20.21774367042882,0.01811372574302232
C,8,C8,6280,a,3.5,FALSE,FALSE,NA,9,32,NA,NA,NA,NA,380.027,32,587,10.698466780238501,32,704.3333333333334,1.0618090452261306,9.63665773501237,0.025357823878335937
C,9,C9,10269,a,3.5,FALSE,FALSE,NA,7,33,NA,NA,NA,NA,595.1,33,608,16.88980263157895,33,704.3333333333334,1.0618090452261306,15.827993586352818,0.026597199775420632
C,10,C10,10990,a,3.5,FALSE,FALSE,NA,5,34,NA,NA,NA,NA,1678.501,34,647,16.986089644513136,34,704.3333333333334,1.0618090452261306,15.924280599287005,0.009487203522242171
C,11,C11,2095,a,3.5,FALSE,FALSE,NA,1,35,NA,NA,NA,NA,805.062,35,604,3.468543046357616,35,704.3333333333334,1.0618090452261306,2.4067340011314853,0.0029895014311090142
C,12,C12,2036,a,3.5,FALSE,FALSE,NA,9,36,NA,NA,NA,NA,550.387,36,555,3.6684684684684683,36,704.3333333333334,1.0618090452261306,2.6066594232423377,0.004736048313718053
D,1,D1,1804,a,3.5,FALSE,FALSE,NA,7,37,NA,NA,NA,NA,527.424,37,573,3.148342059336824,37,704.3333333333334,1.0618090452261306,2.0865330141106933,0.003956082798869018
D,2,D2,3140,a,3.5,FALSE,FALSE,NA,5,38,NA,NA,NA,NA,455.74,38,630,4.984126984126984,38,704.3333333333334,1.0618090452261306,3.9223179389008536,0.008606481631853367
D,3,D3,13470,a,3.5,FALSE,FALSE,NA,1,39,NA,NA,NA,NA,1076.625,39,629,21.414944356120827,39,704.3333333333334,1.0618090452261306,20.353135310894697,0.01890457244713312
